施設名,パートナー,所在地,カテゴリ,金額,金額（税抜・万円/年）,状況,住所,GoogleMap,GoogleマップURL,経度,緯度,契約期間（年）,契約期間(詳細）,掲載元URL,備考,,,,,,,,
堺市 【霞ヶ丘歩道橋】（愛称：高砂建材工業株式会社 RCセグメント型枠・落橋防止装置 霞ヶ丘歩道橋）,高砂建材工業株式会社,大阪府,交通・インフラ,年額40万円（税抜）,40,契約終了,大阪府堺市堺区霞ヶ丘町,地図を見る,https://www.google.co.jp/maps/search/大阪府堺市堺区霞ヶ丘町,135.46776,34.5528424,4.1,4年5か月（2021年10月26日～2026年3月31日）,https://www.city.sakai.lg.jp/kurashi/doro/keikaku/namingrights_jigyou/20211129ne-minguraitukettei.html,なし,,,,,,,,
堺市【原池公園野球場】（愛称：くら寿司スタジアム堺）,くら寿司株式会社,大阪府,スポーツ施設,年額500万円（税抜）,500,契約終了,大阪府堺市中区平井411,地図を見る,https://www.google.co.jp/maps/search/大阪府堺市中区平井411,135.4951354,34.5174679,5,5年（2020年4月～2025年3月）,https://www.nikkei.com/article/DGXMZO52505280S9A121C1LKA000/,なし,,,,,,,,
福岡市 【博多の森球技場】（愛称：ベスト電器スタジアム）,株式会社ヤマダデンキ,福岡県,スポーツ施設,"年額3,600万円（税抜）",3600,契約終了,福岡県福岡市博多区東平尾公園2-1-1,地図を見る,https://www.google.co.jp/maps/search/福岡県福岡市博多区東平尾公園2-1-1,130.4600293,33.5860404,2.92,2年11か月（2023年3月1日～2026年1月31日）,https://www.city.fukuoka.lg.jp/midori/documents/besutodennkisutaziamunone-minnguraitunokousinnnituite.pdf,なし,,,,,,,,
相模原市【市立北市民健康文化センター】（愛称：LCA国際小学校北の丘センター）,株式会社エデューレエルシーエー,神奈川県,文化交流施設,"年額909,091円（税抜）",91,契約終了,神奈川県相模原市緑区下九沢2071-1,地図を見る,https://www.google.co.jp/maps/search/神奈川県相模原市緑区下九沢2071-1,139.3317701,35.585063,5,5年（2021年4月1日～2026年3月31日）,https://www.city.sagamihara.kanagawa.jp/_res/projects/default_project/_page_/001/022/753/0330/01.pdf,なし,,,,,,,,
横浜市 【横浜市新横浜駅北口公衆トイレ】（愛称：ドゥ アメニティ 新横浜駅前 トイレ診断士の厠堂）,株式会社アメニティ,神奈川県,公園・屋外空間,年額0円（税抜）,0,契約終了,神奈川県横浜市港北区新横浜2-16-1,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市港北区新横浜2-16-1,139.6130271,35.5099963,5,5年（2020年10月20日～2025年10月19日）,https://www.city.yokohama.lg.jp/business/kyoso/private-fund/naming-rights/case.html#nissan,なし,,,,,,,,
横浜市 【横浜市深谷町ふれあい公園】（愛称：ハマヤク農園）,学校法人都築第一学園横浜薬科大学,神奈川県,公園・屋外空間,年額360万円（税抜）,360,契約終了,神奈川県横浜市戸塚区深谷町1272-5,地図を見る,https://www.google.co.jp/maps/search/神奈川県横浜市戸塚区深谷町1272-5,139.495676,35.384849,10,10年（2016年4月1日～2026年3月31日）,https://www.city.yokohama.lg.jp/business/kyoso/private-fund/naming-rights/case.html#nissan,なし,,,,,,,,
岡山市【 西川緑道公園（平和橋北）トイレ】（愛称：西川緑道公園トイレHare・ルーノProduced by KAJINON Inc.）,カジノン株式会社,岡山県,公園・屋外空間,年額10万円（税抜）,10,契約終了,岡山県岡山市北区南方地内から柳町地内まで,地図を見る,https://www.google.co.jp/maps/search/岡山県岡山市北区南方地内から柳町地内まで,133.9240046,34.6753789,3,3年（2023年4月1日～2026年3月31日）,https://www.city.okayama.jp/kurashi/0000007398.html,社会貢献の概要 ・外壁にデジタルサイネージ設置 ・太陽光パネル設置 ・すべての便器の取り替え ・大便器は洋式に変更 ・内装、外装の変更 ・週5回程度の見回り,,,,,,,,
広島市 【広島市文化交流会館ホール】（愛称：広島文化学園HBGホール）,学校法人広島文化学園,広島県,文化交流施設,"年額10,909,091円（税抜）／1施設",1091,契約終了,広島県広島市中区加古町3-3,地図を見る,https://www.google.co.jp/maps/search/広島県広島市中区加古町3-3,132.4487395,34.3888003,5,5年（2017年4月1日～2022年3月31日）,https://www.city.hiroshima.lg.jp/tourism-culture/history/1026883/1020559.html,なし,,,,,,,,
北九州市 【黒崎文化ホール】（愛称：黒崎ひびしんホール）,福岡ひびき信用金庫,福岡県,文化交流施設,年額660万円（税抜）,660,契約終了,福岡県北九州市八幡西区岸の浦2-1-1,地図を見る,https://www.google.co.jp/maps/search/福岡県北九州市八幡西区岸の浦2-1-1,130.7648102,33.8612518,4,4年（2012年7月1日～2016年6月30日）,https://www.city.kitakyushu.lg.jp/files/001133426.pdf,なし,,,,,,,,
茅ヶ崎市【イベントネーミング（ソフト事業）】（愛称：古民家で秋をJAZZる Presented by 茅ヶ崎市緑化事業協同組合）,茅ヶ崎市緑化事業協同組合（市内7つの造園会社で構成）,神奈川県,その他,年額0円（税抜）,0,契約終了,神奈川県茅ヶ崎市堤3882 （イベント会場：民俗資料館）,地図を見る,https://www.google.co.jp/maps/search/神奈川県茅ヶ崎市堤3882 （イベント会場：民俗資料館）,139.4124005,35.3625095,0.00274,2024/10/14,https://www.city.chigasaki.kanagawa.jp/1001878/1037715/index.html,ソフト事業のネーミングライツ,,,,,,,,
青森市【青森市民図書館】（愛称：未定）,未定,青森県,教育施設等,未定,,募集中ほか,青森県青森市新町1-3-7,地図を見る,https://www.google.co.jp/maps/search/青森県青森市新町1-3-7,140.7356811,40.8271051,,未定,https://www.library.city.aomori.aomori.jp/acl/osirase/naming-right/HP.htm,・希望金額 年額500万円以上 ・希望期間 2026年年7月1日から3年以上,,,,,,,,
青森市【青森市民室内プール】（愛称：未定）,未定,青森県,スポーツ施設,未定,,募集中ほか,青森県青森市合浦2-9-10,地図を見る,https://www.google.co.jp/maps/search/青森県青森市合浦2-9-10,140.7753822,40.8282721,,未定,https://www.city.aomori.aomori.jp/sangyo_koyou/jigyosha/1004987/1004989.html,・ネーミングライツ料（年額）500万円以上 ・契約期間3年以上,,,,,,,,
盛岡市【盛岡市民文化ホール】（愛称：未定）,未定,岩手県,文化交流施設,未定,,募集中ほか,岩手県盛岡市盛岡駅西通2-9-1,地図を見る,https://www.google.co.jp/maps/search/岩手県盛岡市盛岡駅西通2-9-1,141.1335079,39.7010868,,未定,https://www.city.morioka.iwate.jp/kankou/1031454/1049369.html,・希望金額 年額400万円以上 ・希望期間5年 ・ホール全体を対象とした命名権又は大ホール、小ホール及び展示ホールの各ホールの命名権について募集,,,,,,,,
盛岡市【盛岡市子ども科学館】（愛称：未定）,未定,岩手県,文化交流施設,未定,,募集中ほか,岩手県盛岡市本宮字蛇屋敷13-1,地図を見る,https://www.google.co.jp/maps/search/岩手県盛岡市本宮字蛇屋敷13-1,141.1298716,39.694105,,未定,https://www.city.morioka.iwate.jp/shisei/zaisei/1010823.html,・希望金額 年額160万円以上 ・希望期間 2年10カ月（2026年6月1日～2029年3月31日）,,,,,,,,
盛岡市【盛岡市立総合プール】（愛称：未定）,未定,岩手県,スポーツ施設,未定,,募集中ほか,岩手県盛岡市本宮5丁目3-1,地図を見る,https://www.google.co.jp/maps/search/岩手県盛岡市本宮5丁目3-1,141.1222174,39.690516,,未定,https://www.city.morioka.iwate.jp/shisei/zaisei/1010823.html,・希望金額 年額100万円以上 ・希望期間 2年10カ月（2026年6月1日～2029年3月31日）,,,,,,,,
盛岡市【盛岡市立太田テニスコート】（愛称：未定）,未定,岩手県,スポーツ施設,未定,,募集中ほか,岩手県盛岡市上太田穴口4-3,地図を見る,https://www.google.co.jp/maps/search/岩手県盛岡市上太田穴口4-3,141.0536813,39.6896441,,未定,https://www.city.morioka.iwate.jp/shisei/zaisei/1010823.html,・希望金額 年額70万円以上 ・希望期間 2年10カ月（2026年6月1日～2029年3月31日）,,,,,,,,
宇都宮市【宇都宮市体育館(ブレックスアリーナ宇都宮)】（愛称：未定）,未定,栃木県,スポーツ施設,未定,,募集中ほか,栃木県宇都宮市元今泉5-6-18,地図を見る,https://www.google.co.jp/maps/search/栃木県宇都宮市元今泉5-6-18,139.9109985,36.5612523,,未定,https://www.city.utsunomiya.lg.jp/shisei/machi/1034532/gyoseikaikaku/1044217.html,"・希望金額 年額2,200万円から ※自治体公表額（税込）を税抜換算しています。 ・希望期間 5年（愛称の使用開始日～2031年3月31日）",,,,,,,,
宇都宮市【清原体育館】（愛称：未定）,未定,茨城県,スポーツ施設,未定,,募集中ほか,茨城県宇都宮市清原工業団地14,地図を見る,https://www.google.co.jp/maps/search/茨城県宇都宮市清原工業団地14,139.9828703,36.5444425,,未定,https://www.city.utsunomiya.lg.jp/shisei/machi/1034532/gyoseikaikaku/1044217.html,"・希望金額 年額3,636,363円から ※自治体公表額（税込）を税抜換算しています。 ・希望期間 5年（愛称の使用開始日～2031年3月31日）",,,,,,,,
川越市【川越市新宿町一丁目広場】（愛称：ヤオコーみんなの広場）,株式会社ヤオコー,埼玉県,公園・屋外空間,年額100万円（税抜）,100,募集中ほか,埼玉県川越市新宿町1-1-1,地図を見る,https://www.google.co.jp/maps/search/埼玉県川越市新宿町1-1-1,139.4837012,35.9037312,5,5年（2026年7月4日～2031年3月31日）,https://www.city.kawagoe.saitama.jp/sangyo/kokoku/1020816.html,※2026年8年7月開設（予定）,,,,,,,,
長野市【長野運動公園総合体育館】（愛称：未定）,未定,長野県,スポーツ施設,未定,,募集中ほか,長野県長野市吉田５-1-１９,地図を見る,https://www.google.co.jp/maps/search/長野県長野市吉田５-1-１９,138.2331266,36.6608205,,未定,https://www.city.nagano.nagano.jp/n060500/contents/p005552.html,・希望金額 年額500万円以上（税込） ・希望期間 原則5年以上,,,,,,,,
豊橋市【柿の里バス】（愛称：未定）,未定,愛知県,交通・インフラ,未定,,募集中ほか,愛知県豊橋市内運航（北部地区）,地図を見る,https://www.google.co.jp/maps/search/愛知県豊橋市内運航（北部地区）,137.3916837,34.7688528,,未定,https://www.city.toyohashi.lg.jp/63432.htm,・コミュニティバスのネーミングライツ ・希望金額 年額40万円以上 ※自治体資料に税区分の記載がないため、税抜として掲載しています。 ・希望期間 5年,,,,,,,,
豊橋市【しおかぜバス】（愛称：未定）,未定,愛知県,交通・インフラ,未定,,募集中ほか,愛知県豊橋市内運航（前芝地区）,地図を見る,https://www.google.co.jp/maps/search/愛知県豊橋市内運航（前芝地区）,137.3388456,34.7828607,,未定,https://www.city.toyohashi.lg.jp/63432.htm,・コミュニティバスのネーミングライツ ・希望金額 年額20万円以上 ※自治体資料に税区分の記載がないため、税抜として掲載しています。 ・希望期間 5年,,,,,,,,
豊橋市【かわきたバススマイル号】（愛称：未定）,未定,愛知県,交通・インフラ,未定,,募集中ほか,愛知県豊橋市内運航（川北地区）,地図を見る,https://www.google.co.jp/maps/search/愛知県豊橋市内運航（川北地区）,137.4451587,34.6885476,,未定,https://www.city.toyohashi.lg.jp/63432.htm,・コミュニティバスのネーミングライツ ・希望金額 年額20万円以上 ※自治体資料に税区分の記載がないため、税抜として掲載しています。 ・希望期間 5年,,,,,,,,
一宮市【銀座通り歩道橋】（愛称：未定）,未定,愛知県,交通・インフラ,未定,,募集中ほか,愛知県一宮市起字用水添,地図を見る,https://www.google.co.jp/maps/search/愛知県一宮市起字用水添,136.7390849,35.309575,,未定,https://www.city.ichinomiya.aichi.jp/kensetsu/kensetsusoumu/1044284/1019956.html,・希望金額 年額20万円以上（税抜） ・希望期間 3年～5年 ・パートナーとして、当該歩道橋やその周辺における清掃美化活動など、当該歩道橋を地域貢献の場として活用する提案を期待。,,,,,,,,
一宮市【中島歩道橋】（愛称：未定）,未定,愛知県,交通・インフラ,未定,,募集中ほか,愛知県一宮市小信中島字下郷西,地図を見る,https://www.google.co.jp/maps/search/愛知県一宮市小信中島字下郷西,136.7437691,35.3075977,,未定,https://www.city.ichinomiya.aichi.jp/kensetsu/kensetsusoumu/1044284/1019956.html,・希望金額 年額20万円以上（税抜） ・希望期間 3年～5年 ・パートナーとして、当該歩道橋やその周辺における清掃美化活動など、当該歩道橋を地域貢献の場として活用する提案を期待。,,,,,,,,
一宮市【浅野歩道橋】（愛称：未定）,未定,愛知県,交通・インフラ,未定,,募集中ほか,愛知県一宮市浅野字八剱,地図を見る,https://www.google.co.jp/maps/search/愛知県一宮市浅野字八剱,136.8286137,35.2966312,,未定,https://www.city.ichinomiya.aichi.jp/kensetsu/kensetsusoumu/1044284/1019956.html,・希望金額 年額20万円以上（税抜） ・希望期間 3年～5年 ・パートナーとして、当該歩道橋やその周辺における清掃美化活動など、当該歩道橋を地域貢献の場として活用する提案を期待。,,,,,,,,
明石市【大蔵朝霧陸橋】（愛称：未定）,未定,兵庫県,交通・インフラ,未定,,募集中ほか,兵庫県明石市大蔵八幡町,地図を見る,https://www.google.co.jp/maps/search/兵庫県明石市大蔵八幡町,135.0113668,34.6447703,,未定,https://www.city.akashi.lg.jp/zaimu/kenzenka_shitsu/namingrights.html,"・希望金額 年額136,364円以上（税抜） ※自治体公表額（税込）を税抜換算しています。 ・希望期間 3年以上",,,,,,,,
明石市【くれない橋】（愛称：未定）,未定,兵庫県,交通・インフラ,未定,,募集中ほか,兵庫県明石市松が丘４丁目,地図を見る,https://www.google.co.jp/maps/search/兵庫県明石市松が丘４丁目,135.0224449,34.6499486,,未定,https://www.city.akashi.lg.jp/zaimu/kenzenka_shitsu/namingrights.html,"・希望金額 年額136,364円以上（税抜） ※自治体公表額（税込）を税抜換算しています。 ・希望期間 3年以上",,,,,,,,
明石市【高丘中央歩道橋】（愛称：未定）,未定,兵庫県,交通・インフラ,未定,,募集中ほか,兵庫県明石市大久保町高丘５丁目,地図を見る,https://www.google.co.jp/maps/search/兵庫県明石市大久保町高丘５丁目,134.9457636,34.701588,,未定,https://www.city.akashi.lg.jp/zaimu/kenzenka_shitsu/namingrights.html,"・希望金額 年額136,364円以上（税抜） ※自治体公表額（税込）を税抜換算しています。 ・希望期間 3年以上",,,,,,,,
明石市【明石中央体育会館】（愛称：にっしんタコちゃんアリーナ）,日新信用金庫,兵庫県,スポーツ施設,年額150万円（税抜）,150,募集中ほか,兵庫県明石市大久保町松陰1126-47,地図を見る,https://www.google.co.jp/maps/search/兵庫県明石市大久保町松陰1126-47,134.9580945,34.7091822,3,3年,https://www.city.akashi.lg.jp/zaimu/kenzenka_shitsu/namingrights.html,本施設については、明石市が現在交渉権者と詳細協議中。,,,,,,,,
明石市【明石海浜公園】（愛称：キズナックスマリンパーク）,株式会社キズナックスエコロジー,兵庫県,公園・屋外空間,年額66万円（税抜）,66,募集中ほか,兵庫県明石市二見町南二見8-1,地図を見る,https://www.google.co.jp/maps/search/兵庫県明石市二見町南二見8-1,134.8824953,34.6922333,10,10年,https://www.city.akashi.lg.jp/zaimu/kenzenka_shitsu/namingrights.html,本施設については、明石市が現在交渉権者と詳細協議中。,,,,,,,,
西宮市【西宮市甲東ホール】（愛称：未定）,未定,兵庫県,文化交流施設,未定,,募集中ほか,兵庫県西宮市甲東園3-2-29,地図を見る,https://www.google.co.jp/maps/search/兵庫県西宮市甲東園3-2-29,135.3593347,34.7671992,,未定,https://www.nishi.or.jp/jigyoshajoho/shinokokokujigyo/genzaiboshuchu/naming_rights_boshu.html,"・希望金額 年額454,545円以上（税抜） ※自治体公表額（税込）を税抜換算しています。 ・使用期間 2035年3月31日まで",,,,,,,,
西宮市【西宮市山口ホール】（愛称：未定）,未定,兵庫県,文化交流施設,未定,,募集中ほか,兵庫県西宮市山口町下山口4-1-8,地図を見る,https://www.google.co.jp/maps/search/兵庫県西宮市山口町下山口4-1-8,135.2403165,34.8283718,,未定,https://www.nishi.or.jp/jigyoshajoho/shinokokokujigyo/genzaiboshuchu/naming_rights_boshu.html,"・希望金額 年額454,545円以上（税抜） ※自治体公表額（税込）を税抜換算しています。 ・使用期間 2035年3月31日まで",,,,,,,,
西宮市【西宮浜総合公園（競技用自転車広場）】（愛称：未定）,未定,兵庫県,スポーツ施設,未定,,募集中ほか,兵庫県西宮市西宮浜3丁目,地図を見る,https://www.google.co.jp/maps/search/兵庫県西宮市西宮浜3丁目,135.3287271,34.7189976,,未定,https://www.nishi.or.jp/jigyoshajoho/shinokokokujigyo/genzaiboshuchu/naming_rights_boshu.html,"・希望金額 年額181,818円以上（税抜） ※自治体公表額（税込）を税抜換算しています。 ・使用期間 2035年3月31日まで",,,,,,,,
西宮市【西宮浜総合公園（スケートボード広場）】（愛称：未定）,未定,兵庫県,スポーツ施設,未定,,募集中ほか,兵庫県西宮市西宮浜3丁目,地図を見る,https://www.google.co.jp/maps/search/兵庫県西宮市西宮浜3丁目,135.3287271,34.7189976,,未定,https://www.nishi.or.jp/jigyoshajoho/shinokokokujigyo/genzaiboshuchu/naming_rights_boshu.html,"・希望金額 年額181,818円以上（税抜） ※自治体公表額（税込）を税抜換算しています。 ・使用期間 2035年3月31日まで",,,,,,,,
西宮市【西宮浜総合公園（北多目的広場）】（愛称：未定）,未定,兵庫県,スポーツ施設,未定,,募集中ほか,兵庫県西宮市西宮浜3丁目,地図を見る,https://www.google.co.jp/maps/search/兵庫県西宮市西宮浜3丁目,135.3287271,34.7189976,,未定,https://www.nishi.or.jp/jigyoshajoho/shinokokokujigyo/genzaiboshuchu/naming_rights_boshu.html,"・希望金額 年額181,818円以上（税抜） ※自治体公表額（税込）を税抜換算しています。 ・使用期間 2035年3月31日まで",,,,,,,,
西宮市【西宮浜総合公園（トイレ 北）】（愛称：未定）,未定,兵庫県,公園・屋外空間,未定,,募集中ほか,兵庫県西宮市西宮浜3丁目,地図を見る,https://www.google.co.jp/maps/search/兵庫県西宮市西宮浜3丁目,135.3287271,34.7189976,,未定,https://www.nishi.or.jp/jigyoshajoho/shinokokokujigyo/genzaiboshuchu/naming_rights_boshu.html,"・希望金額 年額90,909円以上（税抜） ※自治体公表額（税込）を税抜換算しています。 ・使用期間 2035年3月31日まで",,,,,,,,
西宮市【西宮浜総合公園（トイレ 南）】（愛称：未定）,未定,兵庫県,公園・屋外空間,未定,,募集中ほか,兵庫県西宮市西宮浜3丁目,地図を見る,https://www.google.co.jp/maps/search/兵庫県西宮市西宮浜3丁目,135.3287271,34.7189976,,未定,https://www.nishi.or.jp/jigyoshajoho/shinokokokujigyo/genzaiboshuchu/naming_rights_boshu.html,"・希望金額 年額90,909円以上（税抜） ※自治体公表額（税込）を税抜換算しています。 ・使用期間 2035年3月31日まで",,,,,,,,
福山市【福山市竹ケ端運動公園庭球場】（愛称：未定）,未定,広島県,スポーツ施設,未定,,募集中ほか,広島県福山市水呑町4748,地図を見る,https://www.google.co.jp/maps/search/広島県福山市水呑町4748,133.3893218,34.4461354,,未定,https://www.city.fukuyama.hiroshima.jp/site/minkanteian/351530.html,・希望金額 年額200万円以上（税抜） ・使用期間 2030年3月31日まで,,,,,,,,
福山市【福山市グラウンド・ゴルフ場】（愛称：未定）,未定,広島県,スポーツ施設,未定,,募集中ほか,広島県福山市加茂町字北山176-5,地図を見る,https://www.google.co.jp/maps/search/広島県福山市加茂町字北山176-5,133.3399992,34.6127331,,未定,https://www.city.fukuyama.hiroshima.jp/site/minkanteian/351530.html,・希望金額 年額30万円以上（税抜） ・使用期間 2030年3月31日まで,,,,,,,,
福山市【福山市沼隈体育館】（愛称：未定）,未定,広島県,スポーツ施設,未定,,募集中ほか,広島県福山市沼隈町大字下山南1235,地図を見る,https://www.google.co.jp/maps/search/広島県福山市沼隈町大字下山南1235,133.3065703,34.3987493,,未定,https://www.city.fukuyama.hiroshima.jp/site/minkanteian/351530.html,・希望金額 年額30万円以上（税抜） ・使用期間 2030年3月31日まで,,,,,,,,
福山市【福山市新市スポーツセンター】（愛称：未定）,未定,広島県,スポーツ施設,未定,,募集中ほか,広島県福山市新市町新市816-3,地図を見る,https://www.google.co.jp/maps/search/広島県福山市新市町新市816-3,133.2759955,34.5569852,,未定,https://www.city.fukuyama.hiroshima.jp/site/minkanteian/351530.html,・希望金額 年額30万円以上（税抜） ・使用期間 2030年3月31日まで,,,,,,,,
福山市【ふくやま文学館】（愛称：未定）,未定,広島県,教育施設等,未定,,募集中ほか,広島県福山市丸ノ内1-9-9,地図を見る,https://www.google.co.jp/maps/search/広島県福山市丸ノ内1-9-9,133.3624239,34.4859845,,未定,https://www.city.fukuyama.hiroshima.jp/site/minkanteian/351530.html,・希望金額 年額30万円以上（税抜） ・使用期間 2030年3月31日まで,,,,,,,,
福山市【福山市神辺文化会館】（愛称：未定）,未定,広島県,文化交流施設,未定,,募集中ほか,広島県福山市神辺町川北1155-1,地図を見る,https://www.google.co.jp/maps/search/広島県福山市神辺町川北1155-1,133.374637,34.5457405,,未定,https://www.city.fukuyama.hiroshima.jp/site/minkanteian/351530.html,・希望金額 年額100万円以上（税抜） ・使用期間 2030年3月31日まで,,,,,,,,
福山市【福山市芦田川緑地かわまち広場公園施設（芝生広場）】（愛称：未定）,未定,広島県,公園・屋外空間,未定,,募集中ほか,広島県福山市千代田町1,地図を見る,https://www.google.co.jp/maps/search/広島県福山市千代田町1,133.369285,34.4637737,,未定,https://www.city.fukuyama.hiroshima.jp/site/minkanteian/351530.html,・希望金額 年額50万円以上（税抜） ・使用期間 ５年以上１０年以内で応募者が提案した年数の３月３１日まで ・パートナー特典 芝生広場の優先予約（優先予約回数は年間１回、連続２日まで、使用料無料）,,,,,,,,
福山市【福山市芦田川緑地かわまち広場公園施設（バーベキューテラス）】（愛称：未定）,未定,広島県,公園・屋外空間,未定,,募集中ほか,広島県福山市千代田町1,地図を見る,https://www.google.co.jp/maps/search/広島県福山市千代田町1,133.369285,34.4637737,,未定,https://www.city.fukuyama.hiroshima.jp/site/minkanteian/351530.html,・希望金額 年額50万円以上（税抜） ・使用期間 ５年以上１０年以内で応募者が提案した年数の３月３１日まで ・パートナー特典 バーベキューテラスの優先予約（優先予約回数は年間１回、連続２日まで、使用料無料）,,,,,,,,
福山市【福山市立図書館（全7館）】（愛称：未定）※一括募集,未定,広島県,教育施設等,未定,,募集中ほか,広島県福山市霞町1-10-1,地図を見る,https://www.google.co.jp/maps/search/広島県福山市霞町1-10-1,133.3657192,34.4827143,,未定,https://www.city.fukuyama.hiroshima.jp/site/minkanteian/367504.html,・希望金額 年額300万円以上（税抜） ・対象図書館：福山市中央図書館・福山市松永図書館・福山市北部図書館・福山市東部図書館・福山市沼隈図書館・福山市新市図書館・福山市かんなべ図書館,,,,,,,,
下関市【下関駅前人工地盤】（愛称：未定 ）,未定,山口県,交通・インフラ,未定,,募集中ほか,山口県下関市竹崎町4ほか,地図を見る,https://www.google.co.jp/maps/search/山口県下関市竹崎町4ほか,130.9239707,33.9497343,,未定,https://www.city.shimonoseki.lg.jp/soshiki/68/153260.html,希望金額 年額600万円以上（税抜） 使用期間 5年（2026年9月1日?2031年3月31日）,,,,,,,,
高松市【高松市動物管理ステーション】（愛称：未定）,未定,香川県,その他,未定,,募集中ほか,香川県高松市番町1-8-15,地図を見る,https://www.google.co.jp/maps/search/香川県高松市番町1-8-15,134.0470242,34.3427204,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額50万円以上（税抜）／応募可能額 年額30万円（税抜） ・使用期間 契約日（月初日）～3年以上5年以内の年度末日,,,,,,,,
高松市【高松市香南産地形成促進施設（香南アグリーム）】（愛称：未定）,未定,香川県,その他,未定,,募集中ほか,香川県高松市香南町岡1270-13,地図を見る,https://www.google.co.jp/maps/search/香川県高松市香南町岡1270-13,134.0192085,34.222453,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額150万円以上（税抜）／応募可能額 年額100万円（税抜） ・使用期間 契約日（月初日）～4年以内の年度末日,,,,,,,,
高松市【高松市総合体育館】（愛称：未定）,未定,香川県,スポーツ施設,未定,,募集中ほか,香川県高松市福岡町4丁目36-1,地図を見る,https://www.google.co.jp/maps/search/香川県高松市福岡町4丁目36-1,134.0742408,34.342188,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額500万円以上（税抜）／応募可能額 年額250万円（税抜） ・使用期間 契約日（月初日）～2年以上5年以内の年度末日,,,,,,,,
高松市【高松市ヨット競技場】（愛称：未定）,未定,香川県,スポーツ施設,未定,,募集中ほか,香川県高松市浜ノ町67-1,地図を見る,https://www.google.co.jp/maps/search/香川県高松市浜ノ町67-1,134.0420739,34.3519634,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額200万円以上（税抜）／応募可能額 年額100万円（税抜） ・使用期間 契約日（月初日）～2年以上5年以内の年度末日,,,,,,,,
高松市【高松市牟礼総合体育館】（愛称：未定）,未定,香川県,スポーツ施設,未定,,募集中ほか,香川県高松市牟礼町牟礼152-10,地図を見る,https://www.google.co.jp/maps/search/香川県高松市牟礼町牟礼152-10,134.143023,34.3425163,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額300万円以上（税抜）／応募可能額 年額100万円（税抜） ・使用期間 契約日（月初日）～2年以上5年以内の年度末日,,,,,,,,
高松市【高松市香南体育館】（愛称：未定）,未定,香川県,スポーツ施設,未定,,募集中ほか,香川県高松市香南町横井844-7,地図を見る,https://www.google.co.jp/maps/search/香川県高松市香南町横井844-7,134.0064292,34.2433092,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額100万円以上（税抜）／応募可能額 年額50万円（税抜） ・使用期間 契約日（月初日）～2年以上5年以内の年度末日,,,,,,,,
高松市【高松市西部運動センター】（愛称：未定）,未定,香川県,スポーツ施設,未定,,募集中ほか,香川県高松市鬼無町鬼無10-2,地図を見る,https://www.google.co.jp/maps/search/香川県高松市鬼無町鬼無10-2,133.9818865,34.3096223,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額200万円以上（税抜）／応募可能額 年額90万円（税抜） ・使用期間 契約日（月初日）～2年以上5年以内の年度末日,,,,,,,,
高松市【高松市香川屋外庭球場】（愛称：未定）,未定,香川県,スポーツ施設,未定,,募集中ほか,香川県高松市香川町川東上1733-2,地図を見る,https://www.google.co.jp/maps/search/香川県高松市香川町川東上1733-2,134.0346139,34.2378036,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額50万円以上（税抜）／応募可能額 年額20万円（税抜） ・使用期間 契約日（月初日）～2年以上5年以内の年度末日,,,,,,,,
高松市【高松市内場池運動センター】（愛称：未定）,未定,香川県,スポーツ施設,未定,,募集中ほか,香川県高松市塩江町上西乙668-1地先,地図を見る,https://www.google.co.jp/maps/search/香川県高松市塩江町上西乙668-1地先,134.0723551,34.1547505,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額30万円以上（税抜）／応募可能額 年額10万円（税抜） ・使用期間 契約日（月初日）～2年以上5年以内の年度末日,,,,,,,,
高松市【高松市庵治運動場】（愛称：未定）,未定,香川県,スポーツ施設,未定,,募集中ほか,香川県高松市庵治町2290-1,地図を見る,https://www.google.co.jp/maps/search/香川県高松市庵治町2290-1,134.1380019,34.3753059,,未定,https://www.city.takamatsu.kagawa.jp/smph/jigyosha/kobai/ne-mingur2.html,・希望金額 年額30万円以上（税抜）／応募可能額 年額10万円（税抜） ・使用期間 契約日（月初日）～2年以上5年以内の年度末日,,,,,,,,
